,stories,topics,locations,left,center,right,story_links,majority_coverage,n_sources,title,source,sample,lean,date
1,"Updated COVID vaccines to be ready this week, U.S. eyes annual shots",Vaccinations, Washington,0%,80%,20%,http://ground.news/article/updated-covid-vaccines-to-be-ready-this-week-us-eyes-annual-shots,Center,10,"US forsees annual Covid boosters, just like flu: officials",France24,"Barring the emergence of drastically different variants, Covid boosters will likely be recommended annually in a similar manner to influenza vaccines, US health officials said Tuesday.",center,2022-09-06
2,Liz Truss appoints top team - with Kwasi Kwarteng made chancellor,Europe, London,27%,55%,18%,http://ground.news/article/kwasi-kwarteng-confirmed-as-new-chancellor-in-truss-cabinet,Center,11,Kwasi Kwarteng named Britain's new finance minister,Reuters,"Britain's new Prime Minister Liz Truss has appointed business and energy secretary Kwasi Kwarteng as the new finance minister, her office said in a statement on Tuesday.",center,2022-09-06
2,Liz Truss appoints top team - with Kwasi Kwarteng made chancellor,Europe, London,27%,55%,18%,http://ground.news/article/kwasi-kwarteng-confirmed-as-new-chancellor-in-truss-cabinet,Center,11,Kwasi Kwarteng named chancellor in cabinet reshuffle - what you need to know,Daily Mirror,Close ally of the new prime minister was first elected in 2010 and has been serving as business secretary in Boris Johnson's government since January 2021,left,2022-09-06
2,Liz Truss appoints top team - with Kwasi Kwarteng made chancellor,Europe, London,27%,55%,18%,http://ground.news/article/kwasi-kwarteng-confirmed-as-new-chancellor-in-truss-cabinet,Center,11,Liz Truss appoints top team -  with Kwasi Kwarteng made chancellor,Sky News,"Therese Coffey has been appointed health secretary and deputy prime minister, while
James Cleverly has been promoted to foreign secretary.",center,2022-09-06
2,Liz Truss appoints top team - with Kwasi Kwarteng made chancellor,Europe, London,27%,55%,18%,http://ground.news/article/kwasi-kwarteng-confirmed-as-new-chancellor-in-truss-cabinet,Center,11,Liz Truss appoints Kwasi Kwarteng as Chancellor as she enters No 10,Evening Standard,"‘We will transform Britain into an aspiration nation’, Liz Truss said in her first speech as Prime Minister ",right,2022-09-06
2,Liz Truss appoints top team - with Kwasi Kwarteng made chancellor,Europe, London,27%,55%,18%,http://ground.news/article/kwasi-kwarteng-confirmed-as-new-chancellor-in-truss-cabinet,Center,11,Liz Truss appoints top team - with Kwasi Kwarteng made chancellor,Bloomberg,,left,2022-09-06
2,Liz Truss appoints top team - with Kwasi Kwarteng made chancellor,Europe, London,27%,55%,18%,http://ground.news/article/kwasi-kwarteng-confirmed-as-new-chancellor-in-truss-cabinet,Center,11,Kwasi Kwarteng: ultraliberal heading UK Treasury,Radio France Internationale,Britain's new finance minister Kwasi Kwarteng takes on the heavy task of trying to steer the country through a cost-of-living crisis and probable recession.,center,2022-09-06
3,Fox Producer Warned Against Jeanine Pirro,Fox News, Washington,60%,40%,0%,http://ground.news/article/fox-producers-warning-against-jeanine-pirro-surfaces-in-dominion-defamation-suit_84be4a,Left,10,"Fox was warned against letting Jeanine Pirro air conspiracy theories, report says",The Independent,Ms Pirro is a central figure in Dominion Voting Systems’ $1.6bn,left,2022-09-06
3,Fox Producer Warned Against Jeanine Pirro,Fox News, Washington,60%,40%,0%,http://ground.news/article/fox-producers-warning-against-jeanine-pirro-surfaces-in-dominion-defamation-suit_84be4a,Left,10,Fox producer's warning against Jeanine Pirro surfaces in Dominion defamation suit,npr,"Jeanine Pirro, Tucker Carlson and others are being grilled under oath in a $1.6 billion defamation lawsuit against Fox News for spreading lies about a voting tech company's role in the 2020 elections.",left,2022-09-06
3,Fox Producer Warned Against Jeanine Pirro,Fox News, Washington,60%,40%,0%,http://ground.news/article/fox-producers-warning-against-jeanine-pirro-surfaces-in-dominion-defamation-suit_84be4a,Left,10,Fox Producer Warned Against Jeanine Pirro,Political Wire,NPR: “The November 2020 email from an anguished Fox News news producer to colleagues sent up a flare amid a fusillade of false claims. The producer warned: Fox cannot let host Jeanine Pirro back on the air. She is pulling conspiracy theories from dark corners of the Web to justify then-President Donald Trump’s lies that the election had been stolen from him.,center,2022-09-06
3,Fox Producer Warned Against Jeanine Pirro,Fox News, Washington,60%,40%,0%,http://ground.news/article/fox-producers-warning-against-jeanine-pirro-surfaces-in-dominion-defamation-suit_84be4a,Left,10,FOX News Producer Warned Network to Stop Putting Hosts on Air to Spew Election Conspiracy Lies,Daily Kos,"It's been almost two years since Joe Biden decisively defeated Donald Trump in the 2020 presidential election. And for all of that time Trump has stubbornly insisted that he was the real winner and that the election was ""rigged"" and ""stolen"" from him....",left,2022-09-06
3,Fox Producer Warned Against Jeanine Pirro,Fox News, Washington,60%,40%,0%,http://ground.news/article/fox-producers-warning-against-jeanine-pirro-surfaces-in-dominion-defamation-suit_84be4a,Left,10,"Jeanine Pirro’s Wild Conspiracy Theories Should Keep Her Off the Air, Fox News Producer Warned in Email",The Daily Beast,A stark November 2020 internal email has allegedly been acquired by lawyers for the voting-machine company suing the right-wing network.,left,2022-09-06
3,Fox Producer Warned Against Jeanine Pirro,Fox News, Washington,60%,40%,0%,http://ground.news/article/fox-producers-warning-against-jeanine-pirro-surfaces-in-dominion-defamation-suit_84be4a,Left,10,Fox producer’s warning against Jeanine Pirro surfaces in Dominion defamation suit,OPB,"Jeanine Pirro, Tucker Carlson and others are being grilled under oath in a $1.6 billion defamation lawsuit against Fox News for spreading lies about a voting tech company's role in the 2020 elections.",center,2022-09-06
4,Juul agrees to pay $438.5 million settlement over marketing to teens,Smoking, Washington,23%,56%,21%,http://ground.news/article/juul-agrees-to-pay-4385-million-settlement-over-marketing-to-teens_ad4e92,Center,52,Juul Labs reaches $438.5 mln settlement over marketing and sales practices,Reuters,"Juul Labs Inc will pay $438.5 million to settle a two-year investigation into the e-cigarette maker's marketing and sales practices, Connecticut's attorney general said on Tuesday. The probe - which was led by attorneys general in Connecticut, Florida, Nevada, Oregon and Texas - examined whether Juul targeted underage users for its vaping products, and its claims about nicotine",center,2022-09-06
4,Juul agrees to pay $438.5 million settlement over marketing to teens,Smoking, Washington,23%,56%,21%,http://ground.news/article/juul-agrees-to-pay-4385-million-settlement-over-marketing-to-teens_ad4e92,Center,52,Juul to pay nearly $440M to settle states' teen vaping probe,The Independent,"Electronic cigarette maker Juul Labs will pay nearly $440 million to settle a multi-state investigation into its vaping products, which have long been blamed for sparking a national surge in teen vaping",left,2022-09-06
4,Juul agrees to pay $438.5 million settlement over marketing to teens,Smoking, Washington,23%,56%,21%,http://ground.news/article/juul-agrees-to-pay-4385-million-settlement-over-marketing-to-teens_ad4e92,Center,52,Juul to pay nearly $440M to settle states’ teen vaping probe,Washington Times,"Electronic cigarette maker Juul Labs has agreed to pay nearly $440 million to settle a two-year investigation by 33 states into the marketing of its high-nicotine vaping products, which have long been blamed for sparking a national surge in teen vaping.",right,2022-09-06
4,Juul agrees to pay $438.5 million settlement over marketing to teens,Smoking, Washington,23%,56%,21%,http://ground.news/article/juul-agrees-to-pay-4385-million-settlement-over-marketing-to-teens_ad4e92,Center,52,Juul agrees to pay $438.5 million settlement over marketing to teens,abc News,Juul agreed to pay nearly half a billion dollars Tuesday as part of a settlement with 39 states over the way it marketed its vaping products.,left,2022-09-06
4,Juul agrees to pay $438.5 million settlement over marketing to teens,Smoking, Washington,23%,56%,21%,http://ground.news/article/juul-agrees-to-pay-4385-million-settlement-over-marketing-to-teens_ad4e92,Center,52,Juul to pay nearly $440M to settle states' teen vaping probe,Associated Press News,"HARTFORD, Conn. (AP) — Electronic cigarette maker Juul Labs has agreed to pay nearly $440 million to settle a two-year investigation by 33 states into the marketing of its high-nicotine vaping products, which have long been blamed for sparking a national surge in teen vaping. ",left,2022-09-06
4,Juul agrees to pay $438.5 million settlement over marketing to teens,Smoking, Washington,23%,56%,21%,http://ground.news/article/juul-agrees-to-pay-4385-million-settlement-over-marketing-to-teens_ad4e92,Center,52,Juul to pay nearly $440M to settle states’ teen vaping probe,CNBC,The cigarette maker will pay nearly $440 million to settle a two-year investigation by 33 states into the marketing of its high-nicotine products.,center,2022-09-06
5,Cowboys for Trump founder barred from public office over Jan. 6,US & Canada, Santa Fe County,29%,58%,13%,http://ground.news/article/cowboys-for-trump-founder-barred-from-public-office-over-jan-6_ca03db,Center,62,‘Cowboys for Trump’ founder barred from public office after joining Jan 6 riot,The Independent,Judge orders immediate removal of Couy Griffin as county commissioner for engaging in insurrection ,left,2022-09-06
5,Cowboys for Trump founder barred from public office over Jan. 6,US & Canada, Santa Fe County,29%,58%,13%,http://ground.news/article/cowboys-for-trump-founder-barred-from-public-office-over-jan-6_ca03db,Center,62,New Mexico bars commissioner from office for insurrection,Washington Times,"A New Mexico state district court judge has disqualified county commissioner and Cowboys for Trump cofounder Couy Griffin from holding public office for engaging in insurrection at the U.S. Capitol on Jan. 6, 2021.",right,2022-09-06
5,Cowboys for Trump founder barred from public office over Jan. 6,US & Canada, Santa Fe County,29%,58%,13%,http://ground.news/article/cowboys-for-trump-founder-barred-from-public-office-over-jan-6_ca03db,Center,62,New Mexico county commissioner removed from elected office for role in US Capitol riot,CNN,A New Mexico judge on Tuesday removed January 6 rioter and Cowboys for Trump founder Couy Griffin from his elected position as a county commissioner for his role in the US Capitol attack.  ,left,2022-09-06
5,Cowboys for Trump founder barred from public office over Jan. 6,US & Canada, Santa Fe County,29%,58%,13%,http://ground.news/article/cowboys-for-trump-founder-barred-from-public-office-over-jan-6_ca03db,Center,62,New Mexico bars commissioner from office for insurrection,Associated Press News,A New Mexico state district court judge has disqualified county commissioner and Cowboys for Trump cofounder Couy Griffin from holding public office. State District Court Judge Francis Mathew issued a,left,2022-09-06
5,Cowboys for Trump founder barred from public office over Jan. 6,US & Canada, Santa Fe County,29%,58%,13%,http://ground.news/article/cowboys-for-trump-founder-barred-from-public-office-over-jan-6_ca03db,Center,62,"Judge calls Jan. 6 an 'insurrection,' bars 'Cowboys for Trump' founder from office",CNBC,"Otero County Commissioner and ""Cowboys for Trump"" founder Couy Griffin is barred for life from state or federal office for participating in the Capitol riot.",center,2022-09-06
